0.000000 0.000000 1.000000
123.000000 252.000000 1.000000
123.000000 252.000000 0.000000
145.000000 183.000000 0.000000
172.000000 148.000000 0.000000
202.000000 137.000000 0.000000
247.000000 142.000000 0.000000
277.000000 178.000000 0.000000
292.000000 293.000000 0.000000
308.000000 330.000000 0.000000
332.000000 359.000000 0.000000
370.000000 379.000000 0.000000
426.000000 393.000000 0.000000
487.000000 392.000000 0.000000
533.000000 375.000000 0.000000
657.000000 265.000000 0.000000
673.000000 240.000000 0.000000
674.000000 213.000000 0.000000
650.000000 184.000000 0.000000
598.000000 158.000000 0.000000
569.000000 156.000000 0.000000
513.000000 173.000000 0.000000
461.000000 164.000000 0.000000
431.000000 138.000000 0.000000
420.000000 111.000000 0.000000
420.000000 111.000000 1.000000
748.000000 93.000000 1.000000
748.000000 93.000000 0.000000
898.000000 96.000000 0.000000
960.000000 107.000000 0.000000
1021.000000 129.000000 0.000000
1059.000000 161.000000 0.000000
1069.000000 186.000000 0.000000
1062.000000 232.000000 0.000000
1046.000000 260.000000 0.000000
1015.000000 286.000000 0.000000
993.000000 294.000000 0.000000
937.000000 293.000000 0.000000
867.000000 276.000000 0.000000
829.000000 244.000000 0.000000
831.000000 219.000000 0.000000
843.000000 204.000000 0.000000
894.000000 182.000000 0.000000
950.000000 180.000000 0.000000
987.000000 188.000000 0.000000
987.000000 188.000000 1.000000
0.000000 0.000000 1.000000
